city,year,crime_name,incidences,rate
Jabalpur,2011,Arson,13,1
Jodhpur,2011,Arson,12,1.1
Rajkot,2011,Arson,12,0.9
Gwalior,2011,Arson,11,1
Vishakhapatnam,2011,Arson,11,0.6
Kozhikode,2011,Arson,10,0.5
Thrissur,2011,Arson,10,0.5
Faridabad,2011,Arson,9,0.6
Chandigarh,2011,Arson,7,0.7
Chennai,2011,Arson,7,0.1
Ludhiana,2011,Arson,7,0.4
Ahmedabad,2011,Arson,6,0.1
Vasai-Virar,2011,Arson,6,0.5
Kochi,2011,Arson,5,0.2
Ranchi,2011,Arson,5,0.4
Vadodara,2011,Arson,5,0.3
Amritsar,2011,Arson,4,0.3
Bengaluru,2011,Arson,4,0
Lucknow,2011,Arson,4,0.1
Meerut,2011,Arson,4,0.3
Surat,2011,Arson,4,0.1
Kanpur,2011,Arson,3,0.1
Allahabad,2011,Arson,2,0.2
Kota,2011,Arson,2,0.2
Madurai,2011,Arson,2,0.1
Tiruchirappalli,2011,Arson,2,0.1
Varanasi,2011,Arson,2,0.1
Agra,2011,Arson,1,0.1
Malappuram,2011,Arson,1,0.1
Patna,2011,Arson,1,0
Asansol,2011,Arson,0,0
Dhanbad,2011,Arson,0,0
Ghaziabad,2011,Arson,0,0
Kolkata,2011,Arson,0,0
India,2012,Total cognizable crimes under IPC,2387188,196.7
Delhi,2012,Total cognizable crimes under IPC,47982,294.1
Mumbai,2012,Total cognizable crimes under IPC,30508,165.7
Bengaluru,2012,Total cognizable crimes under IPC,29297,344.7
Kolkata,2012,Total cognizable crimes under IPC,25370,179.8
Ahmedabad,2012,Total cognizable crimes under IPC,21347,336.1
Chennai,2012,Total cognizable crimes under IPC,19881,228.6
Jaipur,2012,Total cognizable crimes under IPC,18678,607.8
Kochi,2012,Total cognizable crimes under IPC,17324,817.9
Indore,2012,Total cognizable crimes under IPC,16526,762.6
Hyderabad,2012,Total cognizable crimes under IPC,15992,206.4
Pune,2012,Total cognizable crimes under IPC,12308,243.7
Bhopal,2012,Total cognizable crimes under IPC,11732,623
Patna,2012,Total cognizable crimes under IPC,10749,525.1
Coimbatore,2012,Total cognizable crimes under IPC,10357,481.5
Surat,2012,Total cognizable crimes under IPC,9246,201.7
Lucknow,2012,Total cognizable crimes under IPC,9147,315.3
Nagpur,2012,Total cognizable crimes under IPC,8277,331.3
Vijayawada,2012,Total cognizable crimes under IPC,7686,515.5
Gwalior,2012,Total cognizable crimes under IPC,7561,686.1
Thiruvananthapuram,2012,Total cognizable crimes under IPC,7253,429.9
Jabalpur,2012,Total cognizable crimes under IPC,7212,568.8
Kollam,2012,Total cognizable crimes under IPC,7074,637.3
Agra,2012,Total cognizable crimes under IPC,6537,374.4
Vadodara,2012,Total cognizable crimes under IPC,6440,354.4
Durg-Bhilainagar,2012,Total cognizable crimes under IPC,6244,586.8
Thrissur,2012,Total cognizable crimes under IPC,6231,335.9
Raipur,2012,Total cognizable crimes under IPC,5997,534
Ghaziabad,2012,Total cognizable crimes under IPC,5254,222.7
Faridabad,2012,Total cognizable crimes under IPC,5023,357.5
Vishakhapatnam,2012,Total cognizable crimes under IPC,4626,267.4
Kanpur,2012,Total cognizable crimes under IPC,4558,156.1
Jodhpur,2012,Total cognizable crimes under IPC,4531,398.2
Meerut,2012,Total cognizable crimes under IPC,4404,309.1
Nasik,2012,Total cognizable crimes under IPC,4390,280.9
Rajkot,2012,Total cognizable crimes under IPC,4319,310.5
Kozhikode,2012,Total cognizable crimes under IPC,4156,204.6
Ranchi,2012,Total cognizable crimes under IPC,3990,354
Kota,2012,Total cognizable crimes under IPC,3972,396.8
Asansol,2012,Total cognizable crimes under IPC,3897,313.5
Aurangabad,2012,Total cognizable crimes under IPC,3659,307.7
Chandigarh,2012,Total cognizable crimes under IPC,3372,328.7
Madurai,2012,Total cognizable crimes under IPC,3261,223.1
Jamshedpur,2012,Total cognizable crimes under IPC,3192,238.7
Ludhiana,2012,Total cognizable crimes under IPC,3065,189.9
Tiruchirappalli,2012,Total cognizable crimes under IPC,2926,286.3
Allahabad,2012,Total cognizable crimes under IPC,2788,229.1
Kannur,2012,Total cognizable crimes under IPC,2707,164.8
Srinagar,2012,Total cognizable crimes under IPC,2614,205.3
Vasai-Virar,2012,Total cognizable crimes under IPC,2312,189.4
Varanasi,2012,Total cognizable crimes under IPC,2282,159
Malappuram,2012,Total cognizable crimes under IPC,2091,123.1
Amritsar,2012,Total cognizable crimes under IPC,1964,165.9
Dhanbad,2012,Total cognizable crimes under IPC,1613,135
India,2012,Theft,337407,27.8
Delhi,2012,Theft,20218,123.9
Mumbai,2012,Theft,10851,58.9
Bengaluru,2012,Theft,9826,115.6
Jaipur,2012,Theft,5292,172.2
Kolkata,2012,Theft,4960,35.1
Pune,2012,Theft,4181,82.8
Indore,2012,Theft,3905,180.2
Hyderabad,2012,Theft,3694,47.7
Ahmedabad,2012,Theft,3622,57
Agra,2012,Theft,3070,175.8
Patna,2012,Theft,2802,136.9
Bhopal,2012,Theft,2370,125.9
Nagpur,2012,Theft,2339,93.6
Lucknow,2012,Theft,2265,78.1
Ghaziabad,2012,Theft,2177,92.3
Chennai,2012,Theft,2169,24.9
Gwalior,2012,Theft,1985,180.1
Surat,2012,Theft,1886,41.1
Faridabad,2012,Theft,1819,129.5
Ranchi,2012,Theft,1735,153.9
Meerut,2012,Theft,1624,114
Chandigarh,2012,Theft,1437,140.1
Vijayawada,2012,Theft,1385,92.9
Vadodara,2012,Theft,1333,73.4
Kanpur,2012,Theft,1104,37.8
Nasik,2012,Theft,1070,68.5
Vishakhapatnam,2012,Theft,1062,61.4
Jodhpur,2012,Theft,1043,91.7
Rajkot,2012,Theft,1013,72.8
Raipur,2012,Theft,994,88.5
Asansol,2012,Theft,947,76.2
Allahabad,2012,Theft,914,75.1
Jamshedpur,2012,Theft,831,62.2
Aurangabad,2012,Theft,822,69.1
Durg-Bhilainagar,2012,Theft,726,68.2
Jabalpur,2012,Theft,625,49.3
Varanasi,2012,Theft,610,42.5
Kota,2012,Theft,596,59.5
Vasai-Virar,2012,Theft,554,45.4
Coimbatore,2012,Theft,544,25.3
Ludhiana,2012,Theft,504,31.2
Madurai,2012,Theft,459,31.4
Amritsar,2012,Theft,416,35.1
Dhanbad,2012,Theft,337,28.2
Kochi,2012,Theft,308,14.5
Srinagar,2012,Theft,302,23.7
Thiruvananthapuram,2012,Theft,285,16.9
Tiruchirappalli,2012,Theft,253,24.8
Kollam,2012,Theft,212,19.1
Thrissur,2012,Theft,164,8.8
Kozhikode,2012,Theft,142,7
Kannur,2012,Theft,72,4.4
Malappuram,2012,Theft,62,3.6
India,2012,Robbery,27343,2.3
Mumbai,2012,Robbery,1131,6.1
Pune,2012,Robbery,731,14.5
Bengaluru,2012,Robbery,670,7.9
Ahmedabad,2012,Robbery,603,9.5
Delhi,2012,Robbery,522,3.2
Nagpur,2012,Robbery,491,19.7
Jaipur,2012,Robbery,257,8.4
Indore,2012,Robbery,254,11.7
Bhopal,2012,Robbery,187,9.9
Aurangabad,2012,Robbery,178,15
Nasik,2012,Robbery,163,10.4
Gwalior,2012,Robbery,155,14.1
Vasai-Virar,2012,Robbery,144,11.8
Agra,2012,Robbery,136,7.8
Meerut,2012,Robbery,133,9.3
Vadodara,2012,Robbery,112,6.2
Coimbatore,2012,Robbery,101,4.7
Thiruvananthapuram,2012,Robbery,101,6
Kanpur,2012,Robbery,89,3
Patna,2012,Robbery,88,4.3
Chennai,2012,Robbery,85,1
Madurai,2012,Robbery,79,5.4
Asansol,2012,Robbery,75,6
Jabalpur,2012,Robbery,72,5.7
Ranchi,2012,Robbery,71,6.3
Surat,2012,Robbery,68,1.5
Kozhikode,2012,Robbery,65,3.2
Ghaziabad,2012,Robbery,63,2.7
Kollam,2012,Robbery,62,5.6
Vijayawada,2012,Robbery,60,4
Hyderabad,2012,Robbery,57,0.7
Tiruchirappalli,2012,Robbery,56,5.5
Chandigarh,2012,Robbery,55,5.4
Kolkata,2012,Robbery,44,0.3
Lucknow,2012,Robbery,43,1.5
Rajkot,2012,Robbery,43,3.1
Jodhpur,2012,Robbery,39,3.4
Faridabad,2012,Robbery,34,2.4
Raipur,2012,Robbery,33,2.9
Kannur,2012,Robbery,31,1.9
Jamshedpur,2012,Robbery,30,2.2
Thrissur,2012,Robbery,28,1.5
Kota,2012,Robbery,27,2.7
Vishakhapatnam,2012,Robbery,27,1.6
Durg-Bhilainagar,2012,Robbery,26,2.4
Amritsar,2012,Robbery,25,2.1
Kochi,2012,Robbery,25,1.2
Allahabad,2012,Robbery,22,1.8
Ludhiana,2012,Robbery,19,1.2
Srinagar,2012,Robbery,18,1.4
Varanasi,2012,Robbery,11,0.8
Dhanbad,2012,Robbery,8,0.7
Malappuram,2012,Robbery,8,0.5
India,2012,Riots,74633,6.2
Thiruvananthapuram,2012,Riots,629,37.3
Bengaluru,2012,Riots,551,6.5
Pune,2012,Riots,532,10.5
Thrissur,2012,Riots,443,23.9
Kannur,2012,Riots,412,25.1
Kolkata,2012,Riots,397,2.8
Kochi,2012,Riots,393,18.6
Mumbai,2012,Riots,374,2
Hyderabad,2012,Riots,354,4.6
Kozhikode,2012,Riots,353,17.4
Patna,2012,Riots,294,14.4
Kollam,2012,Riots,293,26.4
Agra,2012,Riots,227,13
Asansol,2012,Riots,212,17.1
Faridabad,2012,Riots,188,13.4
Nagpur,2012,Riots,169,6.8
Aurangabad,2012,Riots,168,14.1
Ahmedabad,2012,Riots,159,2.5
Lucknow,2012,Riots,135,4.7
Malappuram,2012,Riots,129,7.6
Meerut,2012,Riots,117,8.2
Srinagar,2012,Riots,107,8.4
Vasai-Virar,2012,Riots,107,8.8
Ranchi,2012,Riots,102,9.1
Chennai,2012,Riots,95,1.1
Jamshedpur,2012,Riots,95,7.1
Nasik,2012,Riots,94,6
Vadodara,2012,Riots,92,5.1
Bhopal,2012,Riots,80,4.2
Rajkot,2012,Riots,74,5.3
Delhi,2012,Riots,72,0.4
Jaipur,2012,Riots,71,2.3
Kanpur,2012,Riots,71,2.4
Surat,2012,Riots,65,1.4
Dhanbad,2012,Riots,61,5.1
Gwalior,2012,Riots,60,5.4
Raipur,2012,Riots,56,5
Indore,2012,Riots,52,2.4
Chandigarh,2012,Riots,47,4.6
Allahabad,2012,Riots,39,3.2
Ghaziabad,2012,Riots,32,1.4
Madurai,2012,Riots,26,1.8
Jabalpur,2012,Riots,25,2
Durg-Bhilainagar,2012,Riots,21,2
Varanasi,2012,Riots,21,1.5
Coimbatore,2012,Riots,16,0.7
Vijayawada,2012,Riots,16,1.1
Vishakhapatnam,2012,Riots,12,0.7
Tiruchirappalli,2012,Riots,7,0.7
Amritsar,2012,Riots,0,0
Jodhpur,2012,Riots,0,0
Kota,2012,Riots,0,0
Ludhiana,2012,Riots,0,0
India,2012,Rape,24923,4.2
Delhi,2012,Rape,585,7.7
Mumbai,2012,Rape,232,2.7
Jaipur,2012,Rape,134,9.2
Indore,2012,Rape,125,12.0
Bhopal,2012,Rape,114,12.7
Chennai,2012,Rape,94,2.2
Bengaluru,2012,Rape,90,2.2
Jabalpur,2012,Rape,87,14.4
Pune,2012,Rape,85,3.6
Hyderabad,2012,Rape,74,2.0
Durg-Bhilainagar,2012,Rape,70,13.5
Ludhiana,2012,Rape,69,9.3
Kolkata,2012,Rape,68,1.0
Raipur,2012,Rape,64,11.8
Ahmedabad,2012,Rape,63,2.1
Gwalior,2012,Rape,60,11.7
Nagpur,2012,Rape,57,4.7
Vishakhapatnam,2012,Rape,50,5.9
Faridabad,2012,Rape,47,7.2
Vijayawada,2012,Rape,47,6.3
Kollam,2012,Rape,46,7.9
Kota,2012,Rape,45,9.5
Thiruvananthapuram,2012,Rape,41,4.7
Jodhpur,2012,Rape,40,7.4
Surat,2012,Rape,40,2.0
Asansol,2012,Rape,36,6.0
Kozhikode,2012,Rape,36,3.4
Patna,2012,Rape,35,3.7
Thrissur,2012,Rape,35,3.6
Ranchi,2012,Rape,34,6.3
Agra,2012,Rape,33,4.1
Kochi,2012,Rape,28,2.6
Amritsar,2012,Rape,27,4.9
Jamshedpur,2012,Rape,26,4.1
Chandigarh,2012,Rape,24,5.2
Lucknow,2012,Rape,24,1.7
Aurangabad,2012,Rape,23,4.0
Meerut,2012,Rape,22,3.3
Kanpur,2012,Rape,21,1.6
Coimbatore,2012,Rape,20,1.9
Nasik,2012,Rape,20,2.7
Vasai-Virar,2012,Rape,20,3.5
Srinagar,2012,Rape,19,3.2
Ghaziabad,2012,Rape,15,1.4
Kannur,2012,Rape,14,1.6
Dhanbad,2012,Rape,13,2.3
Allahabad,2012,Rape,11,2.0
Madurai,2012,Rape,11,1.5
Malappuram,2012,Rape,11,1.2
Rajkot,2012,Rape,11,1.7
Vadodara,2012,Rape,11,1.3
Varanasi,2012,Rape,11,1.6
Tiruchirappalli,2012,Rape,7,1.4
India,2012,Preparation & assembly for dacoity,3099,0.3
Bengaluru,2012,Preparation & assembly for dacoity,470,5.5
Thiruvananthapuram,2012,Preparation & assembly for dacoity,106,6.3
Pune,2012,Preparation & assembly for dacoity,50,1
Asansol,2012,Preparation & assembly for dacoity,44,3.5
Kochi,2012,Preparation & assembly for dacoity,37,1.7
Mumbai,2012,Preparation & assembly for dacoity,29,0.2
Nagpur,2012,Preparation & assembly for dacoity,29,1.2
Kollam,2012,Preparation & assembly for dacoity,27,2.4
Ludhiana,2012,Preparation & assembly for dacoity,21,1.3
Kolkata,2012,Preparation & assembly for dacoity,20,0.1
Kozhikode,2012,Preparation & assembly for dacoity,18,0.9
Faridabad,2012,Preparation & assembly for dacoity,16,1.1
Amritsar,2012,Preparation & assembly for dacoity,14,1.2
Gwalior,2012,Preparation & assembly for dacoity,14,1.3
Delhi,2012,Preparation & assembly for dacoity,13,0.1
Nasik,2012,Preparation & assembly for dacoity,13,0.8
Ghaziabad,2012,Preparation & assembly for dacoity,11,0.5
Aurangabad,2012,Preparation & assembly for dacoity,8,0.7
Chandigarh,2012,Preparation & assembly for dacoity,7,0.7
Kota,2012,Preparation & assembly for dacoity,7,0.7
Agra,2012,Preparation & assembly for dacoity,5,0.3
Allahabad,2012,Preparation & assembly for dacoity,5,0.4
Jabalpur,2012,Preparation & assembly for dacoity,5,0.4
Vasai-Virar,2012,Preparation & assembly for dacoity,5,0.4
Kannur,2012,Preparation & assembly for dacoity,4,0.2
Surat,2012,Preparation & assembly for dacoity,4,0.1
Thrissur,2012,Preparation & assembly for dacoity,4,0.2
Jaipur,2012,Preparation & assembly for dacoity,3,0.1
Jamshedpur,2012,Preparation & assembly for dacoity,3,0.2
Bhopal,2012,Preparation & assembly for dacoity,2,0.1
Indore,2012,Preparation & assembly for dacoity,2,0.1
Meerut,2012,Preparation & assembly for dacoity,2,0.1
Dhanbad,2012,Preparation & assembly for dacoity,1,0.1
Kanpur,2012,Preparation & assembly for dacoity,1,0
Raipur,2012,Preparation & assembly for dacoity,1,0.1
Ranchi,2012,Preparation & assembly for dacoity,1,0.1
Ahmedabad,2012,Preparation & assembly for dacoity,0,0
Chennai,2012,Preparation & assembly for dacoity,0,0
Coimbatore,2012,Preparation & assembly for dacoity,0,0
Durg-Bhilainagar,2012,Preparation & assembly for dacoity,0,0
Hyderabad,2012,Preparation & assembly for dacoity,0,0
Jodhpur,2012,Preparation & assembly for dacoity,0,0
Lucknow,2012,Preparation & assembly for dacoity,0,0
Madurai,2012,Preparation & assembly for dacoity,0,0
Malappuram,2012,Preparation & assembly for dacoity,0,0
Patna,2012,Preparation & assembly for dacoity,0,0
Rajkot,2012,Preparation & assembly for dacoity,0,0
Srinagar,2012,Preparation & assembly for dacoity,0,0
Tiruchirappalli,2012,Preparation & assembly for dacoity,0,0
Vadodara,2012,Preparation & assembly for dacoity,0,0
Varanasi,2012,Preparation & assembly for dacoity,0,0
Vijayawada,2012,Preparation & assembly for dacoity,0,0
Vishakhapatnam,2012,Preparation & assembly for dacoity,0,0
India,2012,Other theft,183056,15.1
Delhi,2012,Other theft,7022,43
Mumbai,2012,Other theft,6776,36.8
Bengaluru,2012,Other theft,4736,55.7
Kolkata,2012,Other theft,4301,30.5
Hyderabad,2012,Other theft,2324,30
Chennai,2012,Other theft,1906,21.9
Pune,2012,Other theft,1577,31.2
Ahmedabad,2012,Other theft,1370,21.6
Patna,2012,Other theft,1356,66.2
Indore,2012,Other theft,1233,56.9
Jaipur,2012,Other theft,1171,38.1
Nagpur,2012,Other theft,1005,40.2
Vijayawada,2012,Other theft,818,54.9
Bhopal,2012,Other theft,789,41.9
Vishakhapatnam,2012,Other theft,761,44
Ranchi,2012,Other theft,760,67.4
Asansol,2012,Other theft,693,55.8
Lucknow,2012,Other theft,679,23.4
Chandigarh,2012,Other theft,601,58.6
Surat,2012,Other theft,590,12.9
Agra,2012,Other theft,566,32.4
Nasik,2012,Other theft,455,29.1
Jamshedpur,2012,Other theft,451,33.7
Gwalior,2012,Other theft,434,39.4
Ghaziabad,2012,Other theft,424,18
Raipur,2012,Other theft,410,36.5
Aurangabad,2012,Other theft,403,33.9
Durg-Bhilainagar,2012,Other theft,387,36.4
Meerut,2012,Other theft,384,26.9
Vadodara,2012,Other theft,383,21.1
Coimbatore,2012,Other theft,339,15.8
Jodhpur,2012,Other theft,326,28.6
Faridabad,2012,Other theft,324,23.1
Ludhiana,2012,Other theft,279,17.3
Amritsar,2012,Other theft,267,22.6
Madurai,2012,Other theft,258,17.6
Vasai-Virar,2012,Other theft,247,20.2
Rajkot,2012,Other theft,238,17.1
Kochi,2012,Other theft,227,10.7
Tiruchirappalli,2012,Other theft,201,19.7
Varanasi,2012,Other theft,199,13.9
Kanpur,2012,Other theft,191,6.5
Kota,2012,Other theft,188,18.8
Thiruvananthapuram,2012,Other theft,184,10.9
Allahabad,2012,Other theft,182,15
Jabalpur,2012,Other theft,172,13.6
Dhanbad,2012,Other theft,148,12.4
Kollam,2012,Other theft,114,10.3
Thrissur,2012,Other theft,113,6.1
Srinagar,2012,Other theft,99,7.8
Kozhikode,2012,Other theft,75,3.7
Malappuram,2012,Other theft,50,2.9
Kannur,2012,Other theft,48,2.9
India,2012,Other rape,24922,4.2
Delhi,2012,Other rape,585,7.7
Mumbai,2012,Other rape,232,2.7
Jaipur,2012,Other rape,134,9.2
Indore,2012,Other rape,125,12.0
Bhopal,2012,Other rape,114,12.7
Chennai,2012,Other rape,94,2.2
Bengaluru,2012,Other rape,90,2.2
Jabalpur,2012,Other rape,87,14.4
Pune,2012,Other rape,85,3.6
Hyderabad,2012,Other rape,74,2.0
Durg-Bhilainagar,2012,Other rape,70,13.5
Ludhiana,2012,Other rape,69,9.3
Kolkata,2012,Other rape,68,1.0
Raipur,2012,Other rape,64,11.8
Ahmedabad,2012,Other rape,63,2.1
Gwalior,2012,Other rape,60,11.7
Nagpur,2012,Other rape,57,4.7
Vishakhapatnam,2012,Other rape,50,5.9
Faridabad,2012,Other rape,47,7.2
Vijayawada,2012,Other rape,47,6.3
Kollam,2012,Other rape,46,7.9
Kota,2012,Other rape,45,9.5
Thiruvananthapuram,2012,Other rape,41,4.7
Jodhpur,2012,Other rape,40,7.4
Surat,2012,Other rape,40,2.0
Asansol,2012,Other rape,36,6.0
Kozhikode,2012,Other rape,36,3.4
Patna,2012,Other rape,35,3.7
Thrissur,2012,Other rape,35,3.6
Ranchi,2012,Other rape,34,6.3
Agra,2012,Other rape,33,4.1
Kochi,2012,Other rape,28,2.6
Amritsar,2012,Other rape,27,4.9
Jamshedpur,2012,Other rape,26,4.1
Chandigarh,2012,Other rape,24,5.2
Lucknow,2012,Other rape,24,1.7
Aurangabad,2012,Other rape,23,4.0
Meerut,2012,Other rape,22,3.3
Kanpur,2012,Other rape,21,1.6
Coimbatore,2012,Other rape,20,1.9
Nasik,2012,Other rape,20,2.7
Vasai-Virar,2012,Other rape,20,3.5
Srinagar,2012,Other rape,19,3.2
Ghaziabad,2012,Other rape,15,1.4
Kannur,2012,Other rape,14,1.6
Dhanbad,2012,Other rape,13,2.3
Allahabad,2012,Other rape,11,2.0
Madurai,2012,Other rape,11,1.5
Malappuram,2012,Other rape,11,1.2
Rajkot,2012,Other rape,11,1.7
Vadodara,2012,Other rape,11,1.3
Varanasi,2012,Other rape,11,1.6
Tiruchirappalli,2012,Other rape,7,1.4
India,2012,Other IPC crimes,966244,79.6
Kochi,2012,Other IPC crimes,15071,711.6
Delhi,2012,Other IPC crimes,13235,81.1
Chennai,2012,Other IPC crimes,12131,139.5
Ahmedabad,2012,Other IPC crimes,12112,190.7
Kolkata,2012,Other IPC crimes,10903,77.3
Indore,2012,Other IPC crimes,8751,403.8
Coimbatore,2012,Other IPC crimes,8546,397.3
Bengaluru,2012,Other IPC crimes,7665,90.2
Mumbai,2012,Other IPC crimes,6423,34.9
Jaipur,2012,Other IPC crimes,6140,199.8
Bhopal,2012,Other IPC crimes,5889,312.7
Surat,2012,Other IPC crimes,5412,118
Kollam,2012,Other IPC crimes,4545,409.5
Thrissur,2012,Other IPC crimes,4417,238.1
Durg-Bhilainagar,2012,Other IPC crimes,4205,395.2
Thiruvananthapuram,2012,Other IPC crimes,4036,239.2
Lucknow,2012,Other IPC crimes,3602,124.2
Gwalior,2012,Other IPC crimes,3363,305.2
Vadodara,2012,Other IPC crimes,3355,184.6
Jabalpur,2012,Other IPC crimes,3123,246.3
Hyderabad,2012,Other IPC crimes,2932,37.8
Pune,2012,Other IPC crimes,2392,47.4
Kozhikode,2012,Other IPC crimes,2271,111.8
Nagpur,2012,Other IPC crimes,2122,84.9
Tiruchirappalli,2012,Other IPC crimes,2012,196.9
Raipur,2012,Other IPC crimes,1944,173.1
Rajkot,2012,Other IPC crimes,1930,138.7
Nasik,2012,Other IPC crimes,1769,113.2
Patna,2012,Other IPC crimes,1762,86.1
Asansol,2012,Other IPC crimes,1759,141.5
Ghaziabad,2012,Other IPC crimes,1671,70.8
Kanpur,2012,Other IPC crimes,1656,56.7
Madurai,2012,Other IPC crimes,1639,112.1
Kota,2012,Other IPC crimes,1521,151.9
Kannur,2012,Other IPC crimes,1483,90.3
Faridabad,2012,Other IPC crimes,1428,101.6
Malappuram,2012,Other IPC crimes,1428,84
Agra,2012,Other IPC crimes,1249,71.5
Srinagar,2012,Other IPC crimes,1196,94
Meerut,2012,Other IPC crimes,1137,79.8
Vijayawada,2012,Other IPC crimes,1084,72.7
Ludhiana,2012,Other IPC crimes,1022,63.3
Jodhpur,2012,Other IPC crimes,997,87.6
Chandigarh,2012,Other IPC crimes,987,96.2
Jamshedpur,2012,Other IPC crimes,980,73.3
Allahabad,2012,Other IPC crimes,934,76.7
Dhanbad,2012,Other IPC crimes,863,72.2
Aurangabad,2012,Other IPC crimes,846,71.2
Ranchi,2012,Other IPC crimes,783,69.5
Varanasi,2012,Other IPC crimes,618,43.1
Vishakhapatnam,2012,Other IPC crimes,601,34.7
Amritsar,2012,Other IPC crimes,520,43.9
Vasai-Virar,2012,Other IPC crimes,168,13.8
India,2012,Murder,34434,2.8
Delhi,2012,Murder,408,2.5
Bengaluru,2012,Murder,266,3.1
Patna,2012,Murder,224,10.9
Mumbai,2012,Murder,215,1.2
Chennai,2012,Murder,180,2.1
Pune,2012,Murder,110,2.2
Hyderabad,2012,Murder,102,1.3
Lucknow,2012,Murder,98,3.4
Surat,2012,Murder,98,2.1
Ahmedabad,2012,Murder,90,1.4
Nagpur,2012,Murder,88,3.5
Kolkata,2012,Murder,85,0.6
Indore,2012,Murder,83,3.8
Jaipur,2012,Murder,81,2.6
Ludhiana,2012,Murder,79,4.9
Agra,2012,Murder,77,4.4
Faridabad,2012,Murder,72,5.1
Kanpur,2012,Murder,69,2.4
Ghaziabad,2012,Murder,63,2.7
Meerut,2012,Murder,61,4.3
Asansol,2012,Murder,60,4.8
Ranchi,2012,Murder,58,5.1
Bhopal,2012,Murder,52,2.8
Gwalior,2012,Murder,51,4.6
Jabalpur,2012,Murder,48,3.8
Aurangabad,2012,Murder,46,3.9
Vishakhapatnam,2012,Murder,44,2.5
Amritsar,2012,Murder,42,3.5
Vijayawada,2012,Murder,42,2.8
Rajkot,2012,Murder,41,2.9
Durg-Bhilainagar,2012,Murder,40,3.8
Raipur,2012,Murder,37,3.3
Allahabad,2012,Murder,32,2.6
Nasik,2012,Murder,32,2
Madurai,2012,Murder,31,2.1
Varanasi,2012,Murder,31,2.2
Vasai-Virar,2012,Murder,31,2.5
Coimbatore,2012,Murder,29,1.3
Vadodara,2012,Murder,29,1.6
Kota,2012,Murder,28,2.8
Jamshedpur,2012,Murder,27,2
Jodhpur,2012,Murder,27,2.4
Tiruchirappalli,2012,Murder,26,2.5
Kollam,2012,Murder,21,1.9
Chandigarh,2012,Murder,18,1.8
Dhanbad,2012,Murder,17,1.4
Kannur,2012,Murder,14,0.9
Thiruvananthapuram,2012,Murder,14,0.8
Srinagar,2012,Murder,13,1
Kochi,2012,Murder,9,0.4
Thrissur,2012,Murder,9,0.5
Kozhikode,2012,Murder,7,0.3
Malappuram,2012,Murder,0,0
India,2012,Kidnapping of others,9330,0.8
Delhi,2012,Kidnapping of others,1487,9.1
Bengaluru,2012,Kidnapping of others,99,1.2
Mumbai,2012,Kidnapping of others,71,0.4
Kolkata,2012,Kidnapping of others,61,0.4
Hyderabad,2012,Kidnapping of others,57,0.7
Ahmedabad,2012,Kidnapping of others,46,0.7
Patna,2012,Kidnapping of others,46,2.2
Agra,2012,Kidnapping of others,42,2.4
Jaipur,2012,Kidnapping of others,34,1.1
Pune,2012,Kidnapping of others,32,0.6
Asansol,2012,Kidnapping of others,28,2.3
Meerut,2012,Kidnapping of others,28,2
Vijayawada,2012,Kidnapping of others,27,1.8
Surat,2012,Kidnapping of others,25,0.5
Ludhiana,2012,Kidnapping of others,24,1.5
Kanpur,2012,Kidnapping of others,23,0.8
Chennai,2012,Kidnapping of others,22,0.3
Ghaziabad,2012,Kidnapping of others,21,0.9
Kota,2012,Kidnapping of others,20,2
Chandigarh,2012,Kidnapping of others,19,1.9
Faridabad,2012,Kidnapping of others,16,1.1
Rajkot,2012,Kidnapping of others,16,1.2
Bhopal,2012,Kidnapping of others,14,0.7
Madurai,2012,Kidnapping of others,14,1
Nagpur,2012,Kidnapping of others,14,0.6
Lucknow,2012,Kidnapping of others,11,0.4
Srinagar,2012,Kidnapping of others,11,0.9
Indore,2012,Kidnapping of others,10,0.5
Vadodara,2012,Kidnapping of others,10,0.6
Dhanbad,2012,Kidnapping of others,9,0.8
Tiruchirappalli,2012,Kidnapping of others,9,0.9
Varanasi,2012,Kidnapping of others,9,0.6
Vasai-Virar,2012,Kidnapping of others,9,0.7
Allahabad,2012,Kidnapping of others,8,0.7
Coimbatore,2012,Kidnapping of others,8,0.4
Durg-Bhilainagar,2012,Kidnapping of others,8,0.8
Jodhpur,2012,Kidnapping of others,8,0.7
Amritsar,2012,Kidnapping of others,7,0.6
Aurangabad,2012,Kidnapping of others,7,0.6
Gwalior,2012,Kidnapping of others,7,0.6
Thiruvananthapuram,2012,Kidnapping of others,7,0.4
Vishakhapatnam,2012,Kidnapping of others,7,0.4
Raipur,2012,Kidnapping of others,6,0.5
Ranchi,2012,Kidnapping of others,6,0.5
Jamshedpur,2012,Kidnapping of others,5,0.4
Nasik,2012,Kidnapping of others,5,0.3
Thrissur,2012,Kidnapping of others,4,0.2
Kollam,2012,Kidnapping of others,3,0.3
Malappuram,2012,Kidnapping of others,3,0.2
Jabalpur,2012,Kidnapping of others,2,0.2
Kozhikode,2012,Kidnapping of others,2,0.1
Kannur,2012,Kidnapping of others,1,0.1
Kochi,2012,Kidnapping of others,1,0
India,2012,Kidnapping & abduction of women and girls,38262,6.5
Delhi,2012,Kidnapping & abduction of women and girls,1787,23.6
Bengaluru,2012,Kidnapping & abduction of women and girls,433,10.7
